"illustrations","key","word","corrAnsw","trial_type","cues","illustration_loop.thisRepN","illustration_loop.thisTrialN","illustration_loop.thisN","illustration_loop.thisIndex","repeat_practice.thisRepN","repeat_practice.thisTrialN","repeat_practice.thisN","repeat_practice.thisIndex","trials_2.thisRepN","trials_2.thisTrialN","trials_2.thisN","trials_2.thisIndex","ongoing_task_loop.thisRepN","ongoing_task_loop.thisTrialN","ongoing_task_loop.thisN","ongoing_task_loop.thisIndex","loop_cues.thisRepN","loop_cues.thisTrialN","loop_cues.thisN","loop_cues.thisIndex","loop_cues2.thisRepN","loop_cues2.thisTrialN","loop_cues2.thisN","loop_cues2.thisIndex","trials.thisRepN","trials.thisTrialN","trials.thisN","trials.thisIndex","PM_task_loop.thisRepN","PM_task_loop.thisTrialN","PM_task_loop.thisN","PM_task_loop.thisIndex","recog_task_loop.thisRepN","recog_task_loop.thisTrialN","recog_task_loop.thisN","recog_task_loop.thisIndex","slider_mood.response","slider_mood.rt","slider_arousal.response","slider_arousal.rt","key_resp_6.keys","key_resp_6.corr","key_resp_6.rt","key_resp_6.rtFirst","key_resp_4.keys","key_resp_4.rt","key_resp_7.keys","key_resp_7.rt","key_resp_ongoing.keys","key_resp_ongoing.rt","key_resp_ongoing.corr","key_resp_ongoing.rtFirst","key_resp_PM.keys","key_resp_PM.corr","key_resp_PM.rt","key_resp_PM.lenient","key_resp_PM.rtFirst","key_resp_recognition.keys","key_resp_recognition.rt","key_resp_recognition.corr","key_resp_recognition.rtFirst","participant","session","expName","psychopyVersion","frameRate","X"
"","","board","l","No","",NA,NA,NA,NA,0,0,0,0,0,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",0,"",NA,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"","",NA,NA,126,2,"PM","3.0.6",59.9794390872304,NA
"","","danger","l","No","",NA,NA,NA,NA,0,0,0,0,0,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",0,"",NA,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"","",NA,NA,126,2,"PM","3.0.6",59.9794390872304,NA
"","","board","d","HIT","",NA,NA,NA,NA,0,0,0,0,0,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",0,"",NA,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"","",NA,NA,126,2,"PM","3.0.6",59.9794390872304,NA
"","","flower","l","No","",NA,NA,NA,NA,0,0,0,0,0,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",0,"",NA,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"","",NA,NA,126,2,"PM","3.0.6",59.9794390872304,NA
"","","hard","l","No","",NA,NA,NA,NA,0,0,0,0,0,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",0,"",NA,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"","",NA,NA,126,2,"PM","3.0.6",59.9794390872304,NA
"","","flower","d","HIT","",NA,NA,NA,NA,0,0,0,0,0,8,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",0,"",NA,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"","",NA,NA,126,2,"PM","3.0.6",59.9794390872304,NA
"","","computer","l","No","",NA,NA,NA,NA,0,0,0,0,0,9,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['d']",0,"[7.429998368024826e-05]",7.42999836802483e-05,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"","",NA,NA,126,2,"PM","3.0.6",59.9794390872304,NA
"","","museum","l","No","",NA,NA,NA,NA,0,0,0,0,0,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['l', 'd']",1,"[7.510022260248661e-05, 1.1341230999678373]",7.51002226024866e-05,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"","",NA,NA,126,2,"PM","3.0.6",59.9794390872304,NA
"","","computer","d","HIT","",NA,NA,NA,NA,0,0,0,0,0,11,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['l']",0,"[1.8501310001593083]",1.85013100015931,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"","",NA,NA,126,2,"PM","3.0.6",59.9794390872304,NA
"","","art","l","No","",NA,NA,NA,NA,0,0,0,0,0,12,12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",0,"",NA,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"","",NA,NA,126,2,"PM","3.0.6",59.9794390872304,NA
"","","museum","l","No","",NA,NA,NA,NA,0,0,0,0,0,13,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['d']",0,"[0.00010760012082755566]",0.000107600120827556,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"","",NA,NA,126,2,"PM","3.0.6",59.9794390872304,NA
"","","art","d","HIT","",NA,NA,NA,NA,0,0,0,0,0,14,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",0,"",NA,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"","",NA,NA,126,2,"PM","3.0.6",59.9794390872304,NA
"","","danger","l","No","",NA,NA,NA,NA,0,0,0,0,0,15,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",0,"",NA,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"","",NA,NA,126,2,"PM","3.0.6",59.9794390872304,NA
"","","","","","",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"y",16.3088293001056,"",NA,"","",NA,NA,"",NA,"","",NA,"","",NA,NA,126,2,"PM","3.0.6",59.9794390872304,NA
"","","ship","l","No","",NA,NA,NA,NA,1,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",0,"",NA,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"","",NA,NA,126,2,"PM","3.0.6",59.9794390872304,NA
"","","hard","l","No","",NA,NA,NA,NA,1,0,1,0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['l', 'l']",1,"[8.859997615218163e-05, 1.2842239001765847]",8.85999761521816e-05,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"","",NA,NA,126,2,"PM","3.0.6",59.9794390872304,NA
"","","ship","d","HIT","",NA,NA,NA,NA,1,0,1,0,0,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['d']",1,"[1.3507173999678344]",1.35071739996783,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"","",NA,NA,126,2,"PM","3.0.6",59.9794390872304,NA
"","","board","l","No","",NA,NA,NA,NA,1,0,1,0,0,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['l']",1,"[1.2007023999467492]",1.20070239994675,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"","",NA,NA,126,2,"PM","3.0.6",59.9794390872304,NA
"","","danger","l","No","",NA,NA,NA,NA,1,0,1,0,0,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['l']",1,"[1.6339108000975102]",1.63391080009751,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"","",NA,NA,126,2,"PM","3.0.6",59.9794390872304,NA
"","","board","d","HIT","",NA,NA,NA,NA,1,0,1,0,0,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['d']",1,"[0.9676298000849783]",0.967629800084978,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"","",NA,NA,126,2,"PM","3.0.6",59.9794390872304,NA
"","","flower","l","No","",NA,NA,NA,NA,1,0,1,0,0,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['l']",1,"[1.1174834000412375]",1.11748340004124,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"","",NA,NA,126,2,"PM","3.0.6",59.9794390872304,NA
"","","hard","l","No","",NA,NA,NA,NA,1,0,1,0,0,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",0,"",NA,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"","",NA,NA,126,2,"PM","3.0.6",59.9794390872304,NA
"","","flower","d","HIT","",NA,NA,NA,NA,1,0,1,0,0,8,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['l', 'd']",0,"[8.66998452693224e-05, 1.7498754998669028]",8.66998452693224e-05,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"","",NA,NA,126,2,"PM","3.0.6",59.9794390872304,NA
"","","computer","l","No","",NA,NA,NA,NA,1,0,1,0,0,9,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['l']",1,"[1.516540399985388]",1.51654039998539,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"","",NA,NA,126,2,"PM","3.0.6",59.9794390872304,NA
"","","museum","l","No","",NA,NA,NA,NA,1,0,1,0,0,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['d']",0,"[1.533656100044027]",1.53365610004403,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"","",NA,NA,126,2,"PM","3.0.6",59.9794390872304,NA
"","","computer","d","HIT","",NA,NA,NA,NA,1,0,1,0,0,11,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",0,"",NA,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"","",NA,NA,126,2,"PM","3.0.6",59.9794390872304,NA
"","","art","l","No","",NA,NA,NA,NA,1,0,1,0,0,12,12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['l']",1,"[9.059999138116837e-05]",9.05999913811684e-05,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"","",NA,NA,126,2,"PM","3.0.6",59.9794390872304,NA
"","","museum","l","No","",NA,NA,NA,NA,1,0,1,0,0,13,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['l']",1,"[1.2837051001843065]",1.28370510018431,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"","",NA,NA,126,2,"PM","3.0.6",59.9794390872304,NA
"","","art","d","HIT","",NA,NA,NA,NA,1,0,1,0,0,14,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['l']",0,"[1.1846400999929756]",1.18464009999298,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"","",NA,NA,126,2,"PM","3.0.6",59.9794390872304,NA
"","","danger","l","No","",NA,NA,NA,NA,1,0,1,0,0,15,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['l']",1,"[1.0005704001523554]",1.00057040015236,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"","",NA,NA,126,2,"PM","3.0.6",59.9794390872304,NA
"","","","","","",NA,NA,NA,NA,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"y",16.8965846998617,"",NA,"","",NA,NA,"",NA,"","",NA,"","",NA,NA,126,2,"PM","3.0.6",59.9794390872304,NA
"","","ship","l","No","",NA,NA,NA,NA,2,0,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",0,"",NA,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"","",NA,NA,126,2,"PM","3.0.6",59.9794390872304,NA
"","","hard","l","No","",NA,NA,NA,NA,2,0,2,0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['l']",1,"[1.3335408000275493]",1.33354080002755,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"","",NA,NA,126,2,"PM","3.0.6",59.9794390872304,NA
"","","ship","d","HIT","",NA,NA,NA,NA,2,0,2,0,0,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['d']",1,"[1.1339998999610543]",1.13399989996105,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"","",NA,NA,126,2,"PM","3.0.6",59.9794390872304,NA
"","","board","l","No","",NA,NA,NA,NA,2,0,2,0,0,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",0,"",NA,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"","",NA,NA,126,2,"PM","3.0.6",59.9794390872304,NA
"","","danger","l","No","",NA,NA,NA,NA,2,0,2,0,0,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['l', 'l']",1,"[8.679996244609356e-05, 1.450841500191018]",8.67999624460936e-05,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"","",NA,NA,126,2,"PM","3.0.6",59.9794390872304,NA
"","","board","d","HIT","",NA,NA,NA,NA,2,0,2,0,0,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['l']",0,"[1.6340803001075983]",1.6340803001076,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"","",NA,NA,126,2,"PM","3.0.6",59.9794390872304,NA
"","","flower","l","No","",NA,NA,NA,NA,2,0,2,0,0,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['l']",1,"[1.7339675000403076]",1.73396750004031,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"","",NA,NA,126,2,"PM","3.0.6",59.9794390872304,NA
"","","hard","l","No","",NA,NA,NA,NA,2,0,2,0,0,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['l']",1,"[1.2506432000081986]",1.2506432000082,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"","",NA,NA,126,2,"PM","3.0.6",59.9794390872304,NA
"","","flower","d","HIT","",NA,NA,NA,NA,2,0,2,0,0,8,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['d']",1,"[0.8670472998637706]",0.867047299863771,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"","",NA,NA,126,2,"PM","3.0.6",59.9794390872304,NA
"","","computer","l","No","",NA,NA,NA,NA,2,0,2,0,0,9,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['l']",1,"[1.2171932999044657]",1.21719329990447,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"","",NA,NA,126,2,"PM","3.0.6",59.9794390872304,NA
"","","museum","l","No","",NA,NA,NA,NA,2,0,2,0,0,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",0,"",NA,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"","",NA,NA,126,2,"PM","3.0.6",59.9794390872304,NA
"","","computer","d","HIT","",NA,NA,NA,NA,2,0,2,0,0,11,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['l', 'd']",0,"[8.579995483160019e-05, 1.2003607999067754]",8.57999548316002e-05,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"","",NA,NA,126,2,"PM","3.0.6",59.9794390872304,NA
"","","art","l","No","",NA,NA,NA,NA,2,0,2,0,0,12,12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['l']",1,"[1.7505964001175016]",1.7505964001175,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"","",NA,NA,126,2,"PM","3.0.6",59.9794390872304,NA
"","","museum","l","No","",NA,NA,NA,NA,2,0,2,0,0,13,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['d']",0,"[1.700664300005883]",1.70066430000588,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"","",NA,NA,126,2,"PM","3.0.6",59.9794390872304,NA
"","","art","d","HIT","",NA,NA,NA,NA,2,0,2,0,0,14,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['d']",1,"[1.9497320998925716]",1.94973209989257,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"","",NA,NA,126,2,"PM","3.0.6",59.9794390872304,NA
"","","danger","l","No","",NA,NA,NA,NA,2,0,2,0,0,15,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['l']",1,"[1.2671054999809712]",1.26710549998097,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"","",NA,NA,126,2,"PM","3.0.6",59.9794390872304,NA
"","","","","","",NA,NA,NA,NA,2,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"n",17.0984903001226,"",NA,"","",NA,NA,"",NA,"","",NA,"","",NA,NA,126,2,"PM","3.0.6",59.9794390872304,NA
"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"space",3.76732670003548,"","",NA,NA,"",NA,"","",NA,"","",NA,NA,126,2,"PM","3.0.6",59.9794390872304,NA
