"illustrations","key","word","corrAnsw","trial_type","cues","illustration_loop.thisRepN","illustration_loop.thisTrialN","illustration_loop.thisN","illustration_loop.thisIndex","repeat_practice.thisRepN","repeat_practice.thisTrialN","repeat_practice.thisN","repeat_practice.thisIndex","trials_2.thisRepN","trials_2.thisTrialN","trials_2.thisN","trials_2.thisIndex","ongoing_task_loop.thisRepN","ongoing_task_loop.thisTrialN","ongoing_task_loop.thisN","ongoing_task_loop.thisIndex","loop_cues.thisRepN","loop_cues.thisTrialN","loop_cues.thisN","loop_cues.thisIndex","loop_cues2.thisRepN","loop_cues2.thisTrialN","loop_cues2.thisN","loop_cues2.thisIndex","trials.thisRepN","trials.thisTrialN","trials.thisN","trials.thisIndex","PM_task_loop.thisRepN","PM_task_loop.thisTrialN","PM_task_loop.thisN","PM_task_loop.thisIndex","recog_task_loop.thisRepN","recog_task_loop.thisTrialN","recog_task_loop.thisN","recog_task_loop.thisIndex","slider_mood.response","slider_mood.rt","slider_arousal.response","slider_arousal.rt","key_resp_6.keys","key_resp_6.corr","key_resp_6.rt","key_resp_6.rtFirst","key_resp_4.keys","key_resp_4.rt","key_resp_7.keys","key_resp_7.rt","key_resp_ongoing.keys","key_resp_ongoing.corr","key_resp_ongoing.rt","key_resp_ongoing.rtFirst","key_resp_PM.keys","key_resp_PM.corr","key_resp_PM.rt","key_resp_PM.lenient","key_resp_PM.rtFirst","key_resp_recognition.keys","key_resp_recognition.corr","key_resp_recognition.rt","key_resp_recognition.rtFirst","participant","session","expName","psychopyVersion","frameRate","X"
"","","book","l","No","",NA,NA,NA,NA,0,0,0,0,0,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",0,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"",NA,"",NA,128,3,"PM","3.0.6",59.983216679904,NA
"","","tower","l","No","",NA,NA,NA,NA,0,0,0,0,0,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['l', 'l']",1,"[8.420005906373262e-05, 1.5833635999588296]",8.42000590637326e-05,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"",NA,"",NA,128,3,"PM","3.0.6",59.983216679904,NA
"","","book","d","HIT","",NA,NA,NA,NA,0,0,0,0,0,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",0,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"",NA,"",NA,128,3,"PM","3.0.6",59.983216679904,NA
"","","dress","l","No","",NA,NA,NA,NA,0,0,0,0,0,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",0,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"",NA,"",NA,128,3,"PM","3.0.6",59.983216679904,NA
"","","fork","l","No","",NA,NA,NA,NA,0,0,0,0,0,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['d']",0,"[8.490006439387798e-05]",8.4900064393878e-05,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"",NA,"",NA,128,3,"PM","3.0.6",59.983216679904,NA
"","","crime","l","No","",NA,NA,NA,NA,0,0,0,0,0,8,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",0,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"",NA,"",NA,128,3,"PM","3.0.6",59.983216679904,NA
"","","fork","d","HIT","",NA,NA,NA,NA,0,0,0,0,0,9,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",0,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"",NA,"",NA,128,3,"PM","3.0.6",59.983216679904,NA
"","","memory","l","No","",NA,NA,NA,NA,0,0,0,0,0,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",0,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"",NA,"",NA,128,3,"PM","3.0.6",59.983216679904,NA
"","","dress","l","No","",NA,NA,NA,NA,0,0,0,0,0,11,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['d']",0,"[1.450408700038679]",1.45040870003868,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"",NA,"",NA,128,3,"PM","3.0.6",59.983216679904,NA
"","","memory","d","HIT","",NA,NA,NA,NA,0,0,0,0,0,12,12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['d']",1,"[1.2172960999887437]",1.21729609998874,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"",NA,"",NA,128,3,"PM","3.0.6",59.983216679904,NA
"","","blond","l","No","",NA,NA,NA,NA,0,0,0,0,0,13,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['l']",1,"[1.4340258999727666]",1.43402589997277,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"",NA,"",NA,128,3,"PM","3.0.6",59.983216679904,NA
"","","crime","l","No","",NA,NA,NA,NA,0,0,0,0,0,14,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['l']",1,"[1.6109088000375777]",1.61090880003758,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"",NA,"",NA,128,3,"PM","3.0.6",59.983216679904,NA
"","","blond","d","HIT","",NA,NA,NA,NA,0,0,0,0,0,15,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['d']",1,"[1.083673599991016]",1.08367359999102,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"",NA,"",NA,128,3,"PM","3.0.6",59.983216679904,NA
"","","","","","",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"y",42.7888683000347,"",NA,"",NA,"",NA,"",NA,"","",NA,"",NA,"",NA,128,3,"PM","3.0.6",59.983216679904,NA
"","","voyage","l","No","",NA,NA,NA,NA,1,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",0,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"",NA,"",NA,128,3,"PM","3.0.6",59.983216679904,NA
"","","tower","l","No","",NA,NA,NA,NA,1,0,1,0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",0,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"",NA,"",NA,128,3,"PM","3.0.6",59.983216679904,NA
"","","voyage","d","HIT","",NA,NA,NA,NA,1,0,1,0,0,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['d']",1,"[0.9007149999961257]",0.900714999996126,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"",NA,"",NA,128,3,"PM","3.0.6",59.983216679904,NA
"","","book","l","No","",NA,NA,NA,NA,1,0,1,0,0,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['l']",1,"[1.2504689999623224]",1.25046899996232,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"",NA,"",NA,128,3,"PM","3.0.6",59.983216679904,NA
"","","tower","l","No","",NA,NA,NA,NA,1,0,1,0,0,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['d']",0,"[1.1175746000371873]",1.11757460003719,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"",NA,"",NA,128,3,"PM","3.0.6",59.983216679904,NA
"","","book","d","HIT","",NA,NA,NA,NA,1,0,1,0,0,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",0,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"",NA,"",NA,128,3,"PM","3.0.6",59.983216679904,NA
"","","dress","l","No","",NA,NA,NA,NA,1,0,1,0,0,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['d']",0,"[8.499994874000549e-05]",8.49999487400055e-05,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"",NA,"",NA,128,3,"PM","3.0.6",59.983216679904,NA
"","","fork","l","No","",NA,NA,NA,NA,1,0,1,0,0,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['l']",1,"[1.5169854999985546]",1.51698549999855,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"",NA,"",NA,128,3,"PM","3.0.6",59.983216679904,NA
"","","crime","l","No","",NA,NA,NA,NA,1,0,1,0,0,8,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['l']",1,"[1.2999927999917418]",1.29999279999174,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"",NA,"",NA,128,3,"PM","3.0.6",59.983216679904,NA
"","","fork","d","HIT","",NA,NA,NA,NA,1,0,1,0,0,9,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['d']",1,"[1.3003723999718204]",1.30037239997182,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"",NA,"",NA,128,3,"PM","3.0.6",59.983216679904,NA
"","","memory","l","No","",NA,NA,NA,NA,1,0,1,0,0,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['d']",0,"[1.3338659999426454]",1.33386599994265,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"",NA,"",NA,128,3,"PM","3.0.6",59.983216679904,NA
"","","dress","l","No","",NA,NA,NA,NA,1,0,1,0,0,11,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['d']",0,"[1.9338648000266403]",1.93386480002664,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"",NA,"",NA,128,3,"PM","3.0.6",59.983216679904,NA
"","","memory","d","HIT","",NA,NA,NA,NA,1,0,1,0,0,12,12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['l']",0,"[1.3503059999784455]",1.35030599997845,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"",NA,"",NA,128,3,"PM","3.0.6",59.983216679904,NA
"","","blond","l","No","",NA,NA,NA,NA,1,0,1,0,0,13,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['d', 'l']",0,"[8.669996168464422e-05, 1.1665896999184042]",8.66999616846442e-05,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"",NA,"",NA,128,3,"PM","3.0.6",59.983216679904,NA
"","","crime","l","No","",NA,NA,NA,NA,1,0,1,0,0,14,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['d']",0,"[1.0672115000197664]",1.06721150001977,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"",NA,"",NA,128,3,"PM","3.0.6",59.983216679904,NA
"","","blond","d","HIT","",NA,NA,NA,NA,1,0,1,0,0,15,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['d']",1,"[1.9505902000237256]",1.95059020002373,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"",NA,"",NA,128,3,"PM","3.0.6",59.983216679904,NA
"","","","","","",NA,NA,NA,NA,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"y",30.8613696999382,"",NA,"",NA,"",NA,"",NA,"","",NA,"",NA,"",NA,128,3,"PM","3.0.6",59.983216679904,NA
"","","voyage","l","No","",NA,NA,NA,NA,2,0,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",0,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"",NA,"",NA,128,3,"PM","3.0.6",59.983216679904,NA
"","","tower","l","No","",NA,NA,NA,NA,2,0,2,0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",0,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"",NA,"",NA,128,3,"PM","3.0.6",59.983216679904,NA
"","","voyage","d","HIT","",NA,NA,NA,NA,2,0,2,0,0,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",0,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"",NA,"",NA,128,3,"PM","3.0.6",59.983216679904,NA
"","","book","l","No","",NA,NA,NA,NA,2,0,2,0,0,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['d', 'd']",0,"[0.00014240003656595945, 1.4504247999284416]",0.000142400036565959,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"",NA,"",NA,128,3,"PM","3.0.6",59.983216679904,NA
"","","tower","l","No","",NA,NA,NA,NA,2,0,2,0,0,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['d']",0,"[1.1001639999449253]",1.10016399994493,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"",NA,"",NA,128,3,"PM","3.0.6",59.983216679904,NA
"","","book","d","HIT","",NA,NA,NA,NA,2,0,2,0,0,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['d']",1,"[1.283659499953501]",1.2836594999535,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"",NA,"",NA,128,3,"PM","3.0.6",59.983216679904,NA
"","","dress","l","No","",NA,NA,NA,NA,2,0,2,0,0,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['d']",0,"[1.4005150999873877]",1.40051509998739,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"",NA,"",NA,128,3,"PM","3.0.6",59.983216679904,NA
"","","fork","l","No","",NA,NA,NA,NA,2,0,2,0,0,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",0,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"",NA,"",NA,128,3,"PM","3.0.6",59.983216679904,NA
"","","crime","l","No","",NA,NA,NA,NA,2,0,2,0,0,8,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['d']",0,"[1.4005532000446692]",1.40055320004467,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"",NA,"",NA,128,3,"PM","3.0.6",59.983216679904,NA
"","","fork","d","HIT","",NA,NA,NA,NA,2,0,2,0,0,9,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['d']",1,"[1.0170238999417052]",1.01702389994171,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"",NA,"",NA,128,3,"PM","3.0.6",59.983216679904,NA
"","","memory","l","No","",NA,NA,NA,NA,2,0,2,0,0,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['l']",1,"[1.4336225000442937]",1.43362250004429,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"",NA,"",NA,128,3,"PM","3.0.6",59.983216679904,NA
"","","dress","l","No","",NA,NA,NA,NA,2,0,2,0,0,11,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['d']",0,"[1.0671318999957293]",1.06713189999573,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"",NA,"",NA,128,3,"PM","3.0.6",59.983216679904,NA
"","","memory","d","HIT","",NA,NA,NA,NA,2,0,2,0,0,12,12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['d']",1,"[1.2508081999840215]",1.25080819998402,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"",NA,"",NA,128,3,"PM","3.0.6",59.983216679904,NA
"","","blond","l","No","",NA,NA,NA,NA,2,0,2,0,0,13,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['l']",1,"[1.6836206000298262]",1.68362060002983,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"",NA,"",NA,128,3,"PM","3.0.6",59.983216679904,NA
"","","crime","l","No","",NA,NA,NA,NA,2,0,2,0,0,14,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['d']",0,"[1.350628099986352]",1.35062809998635,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"",NA,"",NA,128,3,"PM","3.0.6",59.983216679904,NA
"","","blond","d","HIT","",NA,NA,NA,NA,2,0,2,0,0,15,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['d']",1,"[0.9837301999796182]",0.983730199979618,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"",NA,"",NA,128,3,"PM","3.0.6",59.983216679904,NA
"","","","","","",NA,NA,NA,NA,2,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"n",17.4984757000348,"",NA,"",NA,"",NA,"",NA,"","",NA,"",NA,"",NA,128,3,"PM","3.0.6",59.983216679904,NA
"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"space",5.09991499991156,"",NA,"",NA,"",NA,"","",NA,"",NA,"",NA,128,3,"PM","3.0.6",59.983216679904,NA
