"illustrations","key","word","corrAnsw","trial_type","cues","illustration_loop.thisRepN","illustration_loop.thisTrialN","illustration_loop.thisN","illustration_loop.thisIndex","repeat_practice.thisRepN","repeat_practice.thisTrialN","repeat_practice.thisN","repeat_practice.thisIndex","trials_2.thisRepN","trials_2.thisTrialN","trials_2.thisN","trials_2.thisIndex","ongoing_task_loop.thisRepN","ongoing_task_loop.thisTrialN","ongoing_task_loop.thisN","ongoing_task_loop.thisIndex","loop_cues.thisRepN","loop_cues.thisTrialN","loop_cues.thisN","loop_cues.thisIndex","loop_cues2.thisRepN","loop_cues2.thisTrialN","loop_cues2.thisN","loop_cues2.thisIndex","trials.thisRepN","trials.thisTrialN","trials.thisN","trials.thisIndex","PM_task_loop.thisRepN","PM_task_loop.thisTrialN","PM_task_loop.thisN","PM_task_loop.thisIndex","recog_task_loop.thisRepN","recog_task_loop.thisTrialN","recog_task_loop.thisN","recog_task_loop.thisIndex","slider_mood.response","slider_mood.rt","slider_arousal.response","slider_arousal.rt","key_resp_6.keys","key_resp_6.corr","key_resp_6.rt","key_resp_6.rtFirst","key_resp_4.keys","key_resp_4.rt","key_resp_7.keys","key_resp_7.rt","key_resp_ongoing.keys","key_resp_ongoing.corr","key_resp_ongoing.rt","key_resp_ongoing.rtFirst","key_resp_PM.keys","key_resp_PM.corr","key_resp_PM.rt","key_resp_PM.lenient","key_resp_PM.rtFirst","key_resp_recognition.keys","key_resp_recognition.rt","key_resp_recognition.corr","key_resp_recognition.rtFirst","participant","session","expName","psychopyVersion","frameRate","X"
"","","excuse","d","HIT","",NA,NA,NA,NA,0,0,0,0,0,12,12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['l']",0,"[1.1004933000076562]",1.10049330000766,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"","",NA,NA,120,1,"PM","3.0.6",60.0318648909514,NA
"","","woman","l","No","",NA,NA,NA,NA,0,0,0,0,0,13,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['l']",1,"[1.4003450999734923]",1.40034509997349,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"","",NA,NA,120,1,"PM","3.0.6",60.0318648909514,NA
"","","city","l","No","",NA,NA,NA,NA,0,0,0,0,0,14,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['d']",0,"[1.4169876999221742]",1.41698769992217,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"","",NA,NA,120,1,"PM","3.0.6",60.0318648909514,NA
"","","woman","d","HIT","",NA,NA,NA,NA,0,0,0,0,0,15,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['l']",0,"[1.0508448999607936]",1.05084489996079,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"","",NA,NA,120,1,"PM","3.0.6",60.0318648909514,NA
"","","","","","",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"y",56.2873356000055,"",NA,"",NA,"",NA,"",NA,"","",NA,"","",NA,NA,120,1,"PM","3.0.6",60.0318648909514,NA
"","","city","l","No","",NA,NA,NA,NA,1,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['d']",0,"[0.4437828999944031]",0.443782899994403,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"","",NA,NA,120,1,"PM","3.0.6",60.0318648909514,NA
"","","lion","l","No","",NA,NA,NA,NA,1,0,1,0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['d']",0,"[1.1002807999029756]",1.10028079990298,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"","",NA,NA,120,1,"PM","3.0.6",60.0318648909514,NA
"","","arm","l","No","",NA,NA,NA,NA,1,0,1,0,0,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",0,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"","",NA,NA,120,1,"PM","3.0.6",60.0318648909514,NA
"","","lion","d","HIT","",NA,NA,NA,NA,1,0,1,0,0,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['d']",1,"[1.0005939999828115]",1.00059399998281,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"","",NA,NA,120,1,"PM","3.0.6",60.0318648909514,NA
"","","black","l","No","",NA,NA,NA,NA,1,0,1,0,0,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['l']",1,"[1.3671724000014365]",1.36717240000144,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"","",NA,NA,120,1,"PM","3.0.6",60.0318648909514,NA
"","","statue","l","No","",NA,NA,NA,NA,1,0,1,0,0,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['l']",1,"[1.1674456000328064]",1.16744560003281,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"","",NA,NA,120,1,"PM","3.0.6",60.0318648909514,NA
"","","black","d","HIT","",NA,NA,NA,NA,1,0,1,0,0,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",0,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"","",NA,NA,120,1,"PM","3.0.6",60.0318648909514,NA
"","","field","l","No","",NA,NA,NA,NA,1,0,1,0,0,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['d', 'l']",0,"[9.159999899566174e-05, 1.3008623999776319]",9.15999989956617e-05,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"","",NA,NA,120,1,"PM","3.0.6",60.0318648909514,NA
"","","arm","l","No","",NA,NA,NA,NA,1,0,1,0,0,8,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['l']",1,"[1.5671855000546202]",1.56718550005462,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"","",NA,NA,120,1,"PM","3.0.6",60.0318648909514,NA
"","","field","d","HIT","",NA,NA,NA,NA,1,0,1,0,0,9,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['l']",0,"[1.617288100067526]",1.61728810006753,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"","",NA,NA,120,1,"PM","3.0.6",60.0318648909514,NA
"","","excuse","l","No","",NA,NA,NA,NA,1,0,1,0,0,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",0,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"","",NA,NA,120,1,"PM","3.0.6",60.0318648909514,NA
"","","statue","l","No","",NA,NA,NA,NA,1,0,1,0,0,11,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['l']",1,"[9.280000813305378e-05]",9.28000081330538e-05,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"","",NA,NA,120,1,"PM","3.0.6",60.0318648909514,NA
"","","excuse","d","HIT","",NA,NA,NA,NA,1,0,1,0,0,12,12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['d']",1,"[8.969998452812433e-05]",8.96999845281243e-05,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"","",NA,NA,120,1,"PM","3.0.6",60.0318648909514,NA
"","","woman","l","No","",NA,NA,NA,NA,1,0,1,0,0,13,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['l']",1,"[1.2668986999196932]",1.26689869991969,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"","",NA,NA,120,1,"PM","3.0.6",60.0318648909514,NA
"","","city","l","No","",NA,NA,NA,NA,1,0,1,0,0,14,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['l']",1,"[1.9169698999030516]",1.91696989990305,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"","",NA,NA,120,1,"PM","3.0.6",60.0318648909514,NA
"","","woman","d","HIT","",NA,NA,NA,NA,1,0,1,0,0,15,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['d']",1,"[1.3169199000112712]",1.31691990001127,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"","",NA,NA,120,1,"PM","3.0.6",60.0318648909514,NA
"","","","","","",NA,NA,NA,NA,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"y",13.6951505999314,"",NA,"",NA,"",NA,"",NA,"","",NA,"","",NA,NA,120,1,"PM","3.0.6",60.0318648909514,NA
"","","city","l","No","",NA,NA,NA,NA,2,0,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",0,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"","",NA,NA,120,1,"PM","3.0.6",60.0318648909514,NA
"","","lion","l","No","",NA,NA,NA,NA,2,0,2,0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['d']",0,"[0.7504432999994606]",0.750443299999461,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"","",NA,NA,120,1,"PM","3.0.6",60.0318648909514,NA
"","","arm","l","No","",NA,NA,NA,NA,2,0,2,0,0,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['l']",1,"[1.4502800999907777]",1.45028009999078,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"","",NA,NA,120,1,"PM","3.0.6",60.0318648909514,NA
"","","lion","d","HIT","",NA,NA,NA,NA,2,0,2,0,0,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['d']",1,"[1.60091989999637]",1.60091989999637,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"","",NA,NA,120,1,"PM","3.0.6",60.0318648909514,NA
"","","black","l","No","",NA,NA,NA,NA,2,0,2,0,0,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['l']",1,"[1.1839118999196216]",1.18391189991962,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"","",NA,NA,120,1,"PM","3.0.6",60.0318648909514,NA
"","","statue","l","No","",NA,NA,NA,NA,2,0,2,0,0,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['l']",1,"[1.217341500101611]",1.21734150010161,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"","",NA,NA,120,1,"PM","3.0.6",60.0318648909514,NA
"","","black","d","HIT","",NA,NA,NA,NA,2,0,2,0,0,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['d']",1,"[1.2506897000130266]",1.25068970001303,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"","",NA,NA,120,1,"PM","3.0.6",60.0318648909514,NA
"","","field","l","No","",NA,NA,NA,NA,2,0,2,0,0,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['l']",1,"[1.2340573000255972]",1.2340573000256,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"","",NA,NA,120,1,"PM","3.0.6",60.0318648909514,NA
"","","arm","l","No","",NA,NA,NA,NA,2,0,2,0,0,8,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['l']",1,"[1.0342248000670224]",1.03422480006702,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"","",NA,NA,120,1,"PM","3.0.6",60.0318648909514,NA
"","","field","d","HIT","",NA,NA,NA,NA,2,0,2,0,0,9,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['d']",1,"[1.0338860000483692]",1.03388600004837,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"","",NA,NA,120,1,"PM","3.0.6",60.0318648909514,NA
"","","excuse","l","No","",NA,NA,NA,NA,2,0,2,0,0,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['l']",1,"[1.034168399986811]",1.03416839998681,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"","",NA,NA,120,1,"PM","3.0.6",60.0318648909514,NA
"","","statue","l","No","",NA,NA,NA,NA,2,0,2,0,0,11,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['l']",1,"[1.0837815999984741]",1.08378159999847,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"","",NA,NA,120,1,"PM","3.0.6",60.0318648909514,NA
"","","excuse","d","HIT","",NA,NA,NA,NA,2,0,2,0,0,12,12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['d']",1,"[1.3172225001035258]",1.31722250010353,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"","",NA,NA,120,1,"PM","3.0.6",60.0318648909514,NA
"","","woman","l","No","",NA,NA,NA,NA,2,0,2,0,0,13,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['l']",1,"[1.0005637999856845]",1.00056379998568,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"","",NA,NA,120,1,"PM","3.0.6",60.0318648909514,NA
"","","city","l","No","",NA,NA,NA,NA,2,0,2,0,0,14,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['l']",1,"[1.1171878000022843]",1.11718780000228,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"","",NA,NA,120,1,"PM","3.0.6",60.0318648909514,NA
"","","woman","d","HIT","",NA,NA,NA,NA,2,0,2,0,0,15,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['d']",1,"[1.050679299980402]",1.0506792999804,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"","",NA,NA,120,1,"PM","3.0.6",60.0318648909514,NA
"","","","","","",NA,NA,NA,NA,2,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"n",7.96683699998539,"",NA,"",NA,"",NA,"",NA,"","",NA,"","",NA,NA,120,1,"PM","3.0.6",60.0318648909514,NA
