"illustrations","key","word","corrAnsw","trial_type","cues","illustration_loop.thisRepN","illustration_loop.thisTrialN","illustration_loop.thisN","illustration_loop.thisIndex","repeat_practice.thisRepN","repeat_practice.thisTrialN","repeat_practice.thisN","repeat_practice.thisIndex","trials_2.thisRepN","trials_2.thisTrialN","trials_2.thisN","trials_2.thisIndex","ongoing_task_loop.thisRepN","ongoing_task_loop.thisTrialN","ongoing_task_loop.thisN","ongoing_task_loop.thisIndex","loop_cues.thisRepN","loop_cues.thisTrialN","loop_cues.thisN","loop_cues.thisIndex","loop_cues2.thisRepN","loop_cues2.thisTrialN","loop_cues2.thisN","loop_cues2.thisIndex","trials.thisRepN","trials.thisTrialN","trials.thisN","trials.thisIndex","PM_task_loop.thisRepN","PM_task_loop.thisTrialN","PM_task_loop.thisN","PM_task_loop.thisIndex","recog_task_loop.thisRepN","recog_task_loop.thisTrialN","recog_task_loop.thisN","recog_task_loop.thisIndex","slider_mood.response","slider_mood.rt","slider_arousal.response","slider_arousal.rt","key_resp_6.keys","key_resp_6.corr","key_resp_6.rt","key_resp_6.rtFirst","key_resp_4.keys","key_resp_4.rt","key_resp_7.keys","key_resp_7.rt","key_resp_ongoing.keys","key_resp_ongoing.rt","key_resp_ongoing.corr","key_resp_ongoing.rtFirst","key_resp_PM.keys","key_resp_PM.corr","key_resp_PM.rt","key_resp_PM.lenient","key_resp_PM.rtFirst","key_resp_recognition.keys","key_resp_recognition.corr","key_resp_recognition.rt","key_resp_recognition.rtFirst","participant","session","expName","psychopyVersion","frameRate","X"
"","","black","d","HIT","",NA,NA,NA,NA,0,0,0,0,0,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['l']",0,"[0.00010379997547715902]",0.000103799975477159,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"",NA,"",NA,131,1,"PM","3.0.6",59.944742919974,NA
"","","field","l","No","",NA,NA,NA,NA,0,0,0,0,0,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['l']",1,"[0.1673689999151975]",0.167368999915197,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"",NA,"",NA,131,1,"PM","3.0.6",59.944742919974,NA
"","","arm","l","No","",NA,NA,NA,NA,0,0,0,0,0,8,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['l']",1,"[0.7172496999846771]",0.717249699984677,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"",NA,"",NA,131,1,"PM","3.0.6",59.944742919974,NA
"","","field","d","HIT","",NA,NA,NA,NA,0,0,0,0,0,9,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['l', 'd']",0,"[8.570007048547268e-05, 1.9002828999655321]",8.57000704854727e-05,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"",NA,"",NA,131,1,"PM","3.0.6",59.944742919974,NA
"","","excuse","l","No","",NA,NA,NA,NA,0,0,0,0,0,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['d', 'l']",0,"[0.43409380002412945, 1.567357699968852]",0.434093800024129,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"",NA,"",NA,131,1,"PM","3.0.6",59.944742919974,NA
"","","statue","l","No","",NA,NA,NA,NA,0,0,0,0,0,11,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['d', 'l']",0,"[0.28361540008336306, 1.6504743000259623]",0.283615400083363,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"",NA,"",NA,131,1,"PM","3.0.6",59.944742919974,NA
"","","excuse","d","HIT","",NA,NA,NA,NA,0,0,0,0,0,12,12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['d', 'l']",1,"[8.589995559304953e-05, 0.9340748999966308]",8.58999555930495e-05,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"",NA,"",NA,131,1,"PM","3.0.6",59.944742919974,NA
"","","woman","l","No","",NA,NA,NA,NA,0,0,0,0,0,13,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['d', 'l']",0,"[8.530006743967533e-05, 1.867246000096202]",8.53000674396753e-05,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"",NA,"",NA,131,1,"PM","3.0.6",59.944742919974,NA
"","","city","l","No","",NA,NA,NA,NA,0,0,0,0,0,14,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['d', 'd']",0,"[0.0005421999376267195, 1.466928799985908]",0.00054219993762672,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"",NA,"",NA,131,1,"PM","3.0.6",59.944742919974,NA
"","","woman","d","HIT","",NA,NA,NA,NA,0,0,0,0,0,15,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['d', 'l']",1,"[0.4840776000637561, 1.8166364000644535]",0.484077600063756,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"",NA,"",NA,131,1,"PM","3.0.6",59.944742919974,NA
"","","","","","",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"y",28.9994155000895,"",NA,"","",NA,NA,"",NA,"","",NA,"",NA,"",NA,131,1,"PM","3.0.6",59.944742919974,NA
"","","city","l","No","",NA,NA,NA,NA,1,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",0,"",NA,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"",NA,"",NA,131,1,"PM","3.0.6",59.944742919974,NA
"","","lion","l","No","",NA,NA,NA,NA,1,0,1,0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['l', 'l']",1,"[0.45041030005086213, 1.5505749000003561]",0.450410300050862,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"",NA,"",NA,131,1,"PM","3.0.6",59.944742919974,NA
"","","arm","l","No","",NA,NA,NA,NA,1,0,1,0,0,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['l', 'l']",1,"[0.5505993999540806, 1.2171299000037834]",0.550599399954081,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"",NA,"",NA,131,1,"PM","3.0.6",59.944742919974,NA
"","","lion","d","HIT","",NA,NA,NA,NA,1,0,1,0,0,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['d']",1,"[1.0174950000364333]",1.01749500003643,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"",NA,"",NA,131,1,"PM","3.0.6",59.944742919974,NA
"","","black","l","No","",NA,NA,NA,NA,1,0,1,0,0,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['d', 'l']",0,"[8.619995787739754e-05, 1.134004499996081]",8.61999578773975e-05,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"",NA,"",NA,131,1,"PM","3.0.6",59.944742919974,NA
"","","statue","l","No","",NA,NA,NA,NA,1,0,1,0,0,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['l']",1,"[1.6999484000261873]",1.69994840002619,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"",NA,"",NA,131,1,"PM","3.0.6",59.944742919974,NA
"","","black","d","HIT","",NA,NA,NA,NA,1,0,1,0,0,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['d', 'd']",1,"[8.540006820112467e-05, 1.4504009000957012]",8.54000682011247e-05,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"",NA,"",NA,131,1,"PM","3.0.6",59.944742919974,NA
"","","field","l","No","",NA,NA,NA,NA,1,0,1,0,0,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['l']",1,"[1.2507540000369772]",1.25075400003698,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"",NA,"",NA,131,1,"PM","3.0.6",59.944742919974,NA
"","","arm","l","No","",NA,NA,NA,NA,1,0,1,0,0,8,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['d', 'd']",0,"[0.017108800006099045, 1.3671668999595568]",0.017108800006099,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"",NA,"",NA,131,1,"PM","3.0.6",59.944742919974,NA
"","","field","d","HIT","",NA,NA,NA,NA,1,0,1,0,0,9,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['d']",1,"[1.1505693000508472]",1.15056930005085,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"",NA,"",NA,131,1,"PM","3.0.6",59.944742919974,NA
"","","excuse","l","No","",NA,NA,NA,NA,1,0,1,0,0,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['d', 'l']",0,"[0.15074880002066493, 1.300380300031975]",0.150748800020665,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"",NA,"",NA,131,1,"PM","3.0.6",59.944742919974,NA
"","","statue","l","No","",NA,NA,NA,NA,1,0,1,0,0,11,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['d', 'l']",0,"[0.36716930009424686, 1.3670973000116646]",0.367169300094247,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"",NA,"",NA,131,1,"PM","3.0.6",59.944742919974,NA
"","","excuse","d","HIT","",NA,NA,NA,NA,1,0,1,0,0,12,12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['l']",0,"[1.3671033000573516]",1.36710330005735,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"",NA,"",NA,131,1,"PM","3.0.6",59.944742919974,NA
"","","woman","l","No","",NA,NA,NA,NA,1,0,1,0,0,13,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['d', 'l']",0,"[8.829997386783361e-05, 1.2171408999711275]",8.82999738678336e-05,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"",NA,"",NA,131,1,"PM","3.0.6",59.944742919974,NA
"","","city","l","No","",NA,NA,NA,NA,1,0,1,0,0,14,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['l']",1,"[1.0164800999918953]",1.0164800999919,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"",NA,"",NA,131,1,"PM","3.0.6",59.944742919974,NA
"","","woman","d","HIT","",NA,NA,NA,NA,1,0,1,0,0,15,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['d', 'l', 'd']",1,"[0.00014670006930828094, 0.8841865999856964, 1.0677575999870896]",0.000146700069308281,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"",NA,"",NA,131,1,"PM","3.0.6",59.944742919974,NA
"","","","","","",NA,NA,NA,NA,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"y",21.558165699942,"",NA,"","",NA,NA,"",NA,"","",NA,"",NA,"",NA,131,1,"PM","3.0.6",59.944742919974,NA
"","","city","l","No","",NA,NA,NA,NA,2,0,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",0,"",NA,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"",NA,"",NA,131,1,"PM","3.0.6",59.944742919974,NA
"","","lion","l","No","",NA,NA,NA,NA,2,0,2,0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['l', 'l', 'l']",1,"[8.409994188696146e-05, 0.38378709997050464, 1.6836213000351563]",8.40999418869615e-05,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"",NA,"",NA,131,1,"PM","3.0.6",59.944742919974,NA
"","","arm","l","No","",NA,NA,NA,NA,2,0,2,0,0,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['l']",1,"[0.6505059000337496]",0.65050590003375,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"",NA,"",NA,131,1,"PM","3.0.6",59.944742919974,NA
"","","lion","d","HIT","",NA,NA,NA,NA,2,0,2,0,0,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['d', 'd']",1,"[0.3338913000188768, 1.6002221000380814]",0.333891300018877,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"",NA,"",NA,131,1,"PM","3.0.6",59.944742919974,NA
"","","black","l","No","",NA,NA,NA,NA,2,0,2,0,0,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['l']",1,"[0.9505589000182226]",0.950558900018223,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"",NA,"",NA,131,1,"PM","3.0.6",59.944742919974,NA
"","","statue","l","No","",NA,NA,NA,NA,2,0,2,0,0,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['d', 'l', 'l']",0,"[8.719996549189091e-05, 0.9505647999467328]",8.71999654918909e-05,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"",NA,"",NA,131,1,"PM","3.0.6",59.944742919974,NA
"","","black","d","HIT","",NA,NA,NA,NA,2,0,2,0,0,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['d']",1,"[0.7339356999145821]",0.733935699914582,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"",NA,"",NA,131,1,"PM","3.0.6",59.944742919974,NA
"","","field","l","No","",NA,NA,NA,NA,2,0,2,0,0,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['l', 'l']",1,"[8.5500068962574e-05, 0.833847300033085]",8.5500068962574e-05,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"",NA,"",NA,131,1,"PM","3.0.6",59.944742919974,NA
"","","arm","l","No","",NA,NA,NA,NA,2,0,2,0,0,8,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['d', 'l']",0,"[0.00010169995948672295, 1.0006270000012591]",0.000101699959486723,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"",NA,"",NA,131,1,"PM","3.0.6",59.944742919974,NA
"","","field","d","HIT","",NA,NA,NA,NA,2,0,2,0,0,9,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['d', 'd']",1,"[0.18419060006272048, 1.5505017000250518]",0.18419060006272,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"",NA,"",NA,131,1,"PM","3.0.6",59.944742919974,NA
"","","excuse","l","No","",NA,NA,NA,NA,2,0,2,0,0,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['l', 'l']",1,"[8.549995254725218e-05, 0.9171562000410631]",8.54999525472522e-05,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"",NA,"",NA,131,1,"PM","3.0.6",59.944742919974,NA
"","","statue","l","No","",NA,NA,NA,NA,2,0,2,0,0,11,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['d', 'l']",0,"[8.510006591677666e-05, 0.8838497999822721]",8.51000659167767e-05,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"",NA,"",NA,131,1,"PM","3.0.6",59.944742919974,NA
"","","excuse","d","HIT","",NA,NA,NA,NA,2,0,2,0,0,12,12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['d', 'l']",1,"[8.639995940029621e-05, 1.2335763999726623]",8.63999594002962e-05,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"",NA,"",NA,131,1,"PM","3.0.6",59.944742919974,NA
"","","woman","l","No","",NA,NA,NA,NA,2,0,2,0,0,13,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['d', 'd', 'd']",0,"[8.510006591677666e-05, 1.5838983000721782, 1.8502577000763267]",8.51000659167767e-05,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"",NA,"",NA,131,1,"PM","3.0.6",59.944742919974,NA
"","","city","l","No","",NA,NA,NA,NA,2,0,2,0,0,14,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['d', 'l']",0,"[0.2501199000980705, 1.234080000082031]",0.25011990009807,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"",NA,"",NA,131,1,"PM","3.0.6",59.944742919974,NA
