"illustrations","key","word","corrAnsw","trial_type","cues","illustration_loop.thisRepN","illustration_loop.thisTrialN","illustration_loop.thisN","illustration_loop.thisIndex","repeat_practice.thisRepN","repeat_practice.thisTrialN","repeat_practice.thisN","repeat_practice.thisIndex","trials_2.thisRepN","trials_2.thisTrialN","trials_2.thisN","trials_2.thisIndex","ongoing_task_loop.thisRepN","ongoing_task_loop.thisTrialN","ongoing_task_loop.thisN","ongoing_task_loop.thisIndex","loop_cues.thisRepN","loop_cues.thisTrialN","loop_cues.thisN","loop_cues.thisIndex","loop_cues2.thisRepN","loop_cues2.thisTrialN","loop_cues2.thisN","loop_cues2.thisIndex","trials.thisRepN","trials.thisTrialN","trials.thisN","trials.thisIndex","PM_task_loop.thisRepN","PM_task_loop.thisTrialN","PM_task_loop.thisN","PM_task_loop.thisIndex","recog_task_loop.thisRepN","recog_task_loop.thisTrialN","recog_task_loop.thisN","recog_task_loop.thisIndex","slider_mood.response","slider_mood.rt","slider_arousal.response","slider_arousal.rt","key_resp_6.keys","key_resp_6.corr","key_resp_6.rt","key_resp_6.rtFirst","key_resp_4.keys","key_resp_4.rt","key_resp_7.keys","key_resp_7.rt","key_resp_ongoing.keys","key_resp_ongoing.rt","key_resp_ongoing.corr","key_resp_ongoing.rtFirst","key_resp_PM.keys","key_resp_PM.corr","key_resp_PM.rt","key_resp_PM.lenient","key_resp_PM.rtFirst","key_resp_recognition.keys","key_resp_recognition.corr","key_resp_recognition.rt","key_resp_recognition.rtFirst","participant","session","expName","psychopyVersion","frameRate","X"
"","","board","l","No","",NA,NA,NA,NA,0,0,0,0,0,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['l']",1,"[1.283672800000204]",1.2836728000002,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"",NA,"",NA,60,1,"PM","3.0.6",59.9962082387049,NA
"","","danger","l","No","",NA,NA,NA,NA,0,0,0,0,0,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['l']",1,"[0.5839591000003566]",0.583959100000357,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"",NA,"",NA,60,1,"PM","3.0.6",59.9962082387049,NA
"","","board","d","HIT","",NA,NA,NA,NA,0,0,0,0,0,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['l']",0,"[0.74981839999964]",0.74981839999964,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"",NA,"",NA,60,1,"PM","3.0.6",59.9962082387049,NA
"","","flower","l","No","",NA,NA,NA,NA,0,0,0,0,0,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['l']",1,"[0.7007663000003959]",0.700766300000396,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"",NA,"",NA,60,1,"PM","3.0.6",59.9962082387049,NA
"","","hard","l","No","",NA,NA,NA,NA,0,0,0,0,0,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['l']",1,"[0.717353700001695]",0.717353700001695,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"",NA,"",NA,60,1,"PM","3.0.6",59.9962082387049,NA
"","","flower","d","HIT","",NA,NA,NA,NA,0,0,0,0,0,8,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['d']",1,"[0.9839893999997003]",0.9839893999997,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"",NA,"",NA,60,1,"PM","3.0.6",59.9962082387049,NA
"","","computer","l","No","",NA,NA,NA,NA,0,0,0,0,0,9,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['l']",1,"[0.6837711000007403]",0.68377110000074,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"",NA,"",NA,60,1,"PM","3.0.6",59.9962082387049,NA
"","","museum","l","No","",NA,NA,NA,NA,0,0,0,0,0,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['l']",1,"[0.7338601000010385]",0.733860100001039,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"",NA,"",NA,60,1,"PM","3.0.6",59.9962082387049,NA
"","","computer","d","HIT","",NA,NA,NA,NA,0,0,0,0,0,11,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['l']",0,"[1.5343099999990955]",1.5343099999991,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"",NA,"",NA,60,1,"PM","3.0.6",59.9962082387049,NA
"","","art","l","No","",NA,NA,NA,NA,0,0,0,0,0,12,12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['l']",1,"[1.1837853999968502]",1.18378539999685,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"",NA,"",NA,60,1,"PM","3.0.6",59.9962082387049,NA
"","","museum","l","No","",NA,NA,NA,NA,0,0,0,0,0,13,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['d']",0,"[0.8674463999996078]",0.867446399999608,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"",NA,"",NA,60,1,"PM","3.0.6",59.9962082387049,NA
"","","art","d","HIT","",NA,NA,NA,NA,0,0,0,0,0,14,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['l']",0,"[1.2172807999995712]",1.21728079999957,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"",NA,"",NA,60,1,"PM","3.0.6",59.9962082387049,NA
"","","danger","l","No","",NA,NA,NA,NA,0,0,0,0,0,15,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['l']",1,"[0.7009007999986352]",0.700900799998635,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"",NA,"",NA,60,1,"PM","3.0.6",59.9962082387049,NA
"","","","","","",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"l",3.61126450000302,"",NA,"","",NA,NA,"",NA,"","",NA,"",NA,"",NA,60,1,"PM","3.0.6",59.9962082387049,NA
"","","ship","l","No","",NA,NA,NA,NA,1,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['l']",1,"[0.07761860000027809]",0.0776186000002781,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"",NA,"",NA,60,1,"PM","3.0.6",59.9962082387049,NA
"","","hard","l","No","",NA,NA,NA,NA,1,0,1,0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['l', 'l']",1,"[8.53000019560568e-05, 0.8661089000015636]",8.53000019560568e-05,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"",NA,"",NA,60,1,"PM","3.0.6",59.9962082387049,NA
"","","ship","d","HIT","",NA,NA,NA,NA,1,0,1,0,0,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['l']",0,"[0.5003634999993665]",0.500363499999366,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"",NA,"",NA,60,1,"PM","3.0.6",59.9962082387049,NA
"","","board","l","No","",NA,NA,NA,NA,1,0,1,0,0,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['l']",1,"[1.3171786999992037]",1.3171786999992,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"",NA,"",NA,60,1,"PM","3.0.6",59.9962082387049,NA
"","","danger","l","No","",NA,NA,NA,NA,1,0,1,0,0,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['l']",1,"[0.8169165999970573]",0.816916599997057,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"",NA,"",NA,60,1,"PM","3.0.6",59.9962082387049,NA
"","","board","d","HIT","",NA,NA,NA,NA,1,0,1,0,0,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['d']",1,"[1.2006700999991153]",1.20067009999912,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"",NA,"",NA,60,1,"PM","3.0.6",59.9962082387049,NA
"","","flower","l","No","",NA,NA,NA,NA,1,0,1,0,0,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['d']",0,"[1.200381800001196]",1.2003818000012,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"",NA,"",NA,60,1,"PM","3.0.6",59.9962082387049,NA
"","","hard","l","No","",NA,NA,NA,NA,1,0,1,0,0,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['l']",1,"[0.7170704999989539]",0.717070499998954,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"",NA,"",NA,60,1,"PM","3.0.6",59.9962082387049,NA
"","","flower","d","HIT","",NA,NA,NA,NA,1,0,1,0,0,8,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['d']",1,"[1.0506021000001056]",1.05060210000011,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"",NA,"",NA,60,1,"PM","3.0.6",59.9962082387049,NA
"","","computer","l","No","",NA,NA,NA,NA,1,0,1,0,0,9,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['l']",1,"[1.4001763000014762]",1.40017630000148,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"",NA,"",NA,60,1,"PM","3.0.6",59.9962082387049,NA
"","","museum","l","No","",NA,NA,NA,NA,1,0,1,0,0,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['d']",0,"[0.9504870000018855]",0.950487000001886,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"",NA,"",NA,60,1,"PM","3.0.6",59.9962082387049,NA
"","","computer","d","HIT","",NA,NA,NA,NA,1,0,1,0,0,11,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['d']",1,"[1.1674664999991364]",1.16746649999914,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"",NA,"",NA,60,1,"PM","3.0.6",59.9962082387049,NA
"","","art","l","No","",NA,NA,NA,NA,1,0,1,0,0,12,12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['l']",1,"[1.2672749999983353]",1.26727499999834,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"",NA,"",NA,60,1,"PM","3.0.6",59.9962082387049,NA
"","","museum","l","No","",NA,NA,NA,NA,1,0,1,0,0,13,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['d']",0,"[0.8007479999978386]",0.800747999997839,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"",NA,"",NA,60,1,"PM","3.0.6",59.9962082387049,NA
"","","art","d","HIT","",NA,NA,NA,NA,1,0,1,0,0,14,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['l']",0,"[1.58408369999961]",1.58408369999961,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"",NA,"",NA,60,1,"PM","3.0.6",59.9962082387049,NA
"","","danger","l","No","",NA,NA,NA,NA,1,0,1,0,0,15,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['l']",1,"[0.8008393999989494]",0.800839399998949,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"",NA,"",NA,60,1,"PM","3.0.6",59.9962082387049,NA
"","","","","","",NA,NA,NA,NA,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"y",0.000102199999673758,"",NA,"","",NA,NA,"",NA,"","",NA,"",NA,"",NA,60,1,"PM","3.0.6",59.9962082387049,NA
"","","ship","l","No","",NA,NA,NA,NA,2,0,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['l']",1,"[0.6846862999991572]",0.684686299999157,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"",NA,"",NA,60,1,"PM","3.0.6",59.9962082387049,NA
"","","hard","l","No","",NA,NA,NA,NA,2,0,2,0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['l']",1,"[0.7336772000016936]",0.733677200001694,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"",NA,"",NA,60,1,"PM","3.0.6",59.9962082387049,NA
"","","ship","d","HIT","",NA,NA,NA,NA,2,0,2,0,0,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['l']",0,"[1.2007924000026833]",1.20079240000268,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"",NA,"",NA,60,1,"PM","3.0.6",59.9962082387049,NA
"","","board","l","No","",NA,NA,NA,NA,2,0,2,0,0,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['l']",1,"[1.0171384999994189]",1.01713849999942,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"",NA,"",NA,60,1,"PM","3.0.6",59.9962082387049,NA
"","","danger","l","No","",NA,NA,NA,NA,2,0,2,0,0,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['l']",1,"[0.7841589999989083]",0.784158999998908,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"",NA,"",NA,60,1,"PM","3.0.6",59.9962082387049,NA
"","","board","d","HIT","",NA,NA,NA,NA,2,0,2,0,0,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['l']",0,"[0.8339564000016253]",0.833956400001625,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"",NA,"",NA,60,1,"PM","3.0.6",59.9962082387049,NA
"","","flower","l","No","",NA,NA,NA,NA,2,0,2,0,0,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['l']",1,"[0.7174924999999348]",0.717492499999935,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"",NA,"",NA,60,1,"PM","3.0.6",59.9962082387049,NA
"","","hard","l","No","",NA,NA,NA,NA,2,0,2,0,0,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['l']",1,"[1.0172813999997743]",1.01728139999977,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"",NA,"",NA,60,1,"PM","3.0.6",59.9962082387049,NA
"","","flower","d","HIT","",NA,NA,NA,NA,2,0,2,0,0,8,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['d']",1,"[1.1338716999998724]",1.13387169999987,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"",NA,"",NA,60,1,"PM","3.0.6",59.9962082387049,NA
"","","computer","l","No","",NA,NA,NA,NA,2,0,2,0,0,9,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['l']",1,"[0.7338527000028989]",0.733852700002899,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"",NA,"",NA,60,1,"PM","3.0.6",59.9962082387049,NA
"","","museum","l","No","",NA,NA,NA,NA,2,0,2,0,0,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['d']",0,"[0.8670526999994763]",0.867052699999476,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"",NA,"",NA,60,1,"PM","3.0.6",59.9962082387049,NA
"","","computer","d","HIT","",NA,NA,NA,NA,2,0,2,0,0,11,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['d']",1,"[0.9837048999979743]",0.983704899997974,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"",NA,"",NA,60,1,"PM","3.0.6",59.9962082387049,NA
"","","art","l","No","",NA,NA,NA,NA,2,0,2,0,0,12,12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['l']",1,"[0.78366840000308]",0.78366840000308,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"",NA,"",NA,60,1,"PM","3.0.6",59.9962082387049,NA
"","","museum","l","No","",NA,NA,NA,NA,2,0,2,0,0,13,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['d']",0,"[1.1008726000000024]",1.1008726,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"",NA,"",NA,60,1,"PM","3.0.6",59.9962082387049,NA
"","","art","d","HIT","",NA,NA,NA,NA,2,0,2,0,0,14,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['l']",0,"[0.5838689000011072]",0.583868900001107,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"",NA,"",NA,60,1,"PM","3.0.6",59.9962082387049,NA
"","","danger","l","No","",NA,NA,NA,NA,2,0,2,0,0,15,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['l']",1,"[0.7175166000015452]",0.717516600001545,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"",NA,"",NA,60,1,"PM","3.0.6",59.9962082387049,NA
"","","","","","",NA,NA,NA,NA,2,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"n",6.23361289999957,"",NA,"","",NA,NA,"",NA,"","",NA,"",NA,"",NA,60,1,"PM","3.0.6",59.9962082387049,NA
