"illustrations","key","word","corrAnsw","trial_type","cues","illustration_loop.thisRepN","illustration_loop.thisTrialN","illustration_loop.thisN","illustration_loop.thisIndex","repeat_practice.thisRepN","repeat_practice.thisTrialN","repeat_practice.thisN","repeat_practice.thisIndex","trials_2.thisRepN","trials_2.thisTrialN","trials_2.thisN","trials_2.thisIndex","ongoing_task_loop.thisRepN","ongoing_task_loop.thisTrialN","ongoing_task_loop.thisN","ongoing_task_loop.thisIndex","loop_cues.thisRepN","loop_cues.thisTrialN","loop_cues.thisN","loop_cues.thisIndex","loop_cues2.thisRepN","loop_cues2.thisTrialN","loop_cues2.thisN","loop_cues2.thisIndex","trials.thisRepN","trials.thisTrialN","trials.thisN","trials.thisIndex","PM_task_loop.thisRepN","PM_task_loop.thisTrialN","PM_task_loop.thisN","PM_task_loop.thisIndex","recog_task_loop.thisRepN","recog_task_loop.thisTrialN","recog_task_loop.thisN","recog_task_loop.thisIndex","slider_mood.response","slider_mood.rt","slider_arousal.response","slider_arousal.rt","key_resp_6.keys","key_resp_6.corr","key_resp_6.rt","key_resp_6.rtFirst","key_resp_4.keys","key_resp_4.rt","key_resp_7.keys","key_resp_7.rt","key_resp_ongoing.keys","key_resp_ongoing.corr","key_resp_ongoing.rt","key_resp_ongoing.rtFirst","key_resp_PM.keys","key_resp_PM.corr","key_resp_PM.rt","key_resp_PM.lenient","key_resp_PM.rtFirst","key_resp_recognition.keys","key_resp_recognition.corr","key_resp_recognition.rt","key_resp_recognition.rtFirst","participant","session","expName","psychopyVersion","frameRate","X"
"","","lion","d","HIT","",NA,NA,NA,NA,0,0,0,0,0,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","None",0,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"",NA,"",NA,110,1,"PM","3.0.6",59.9337850965743,NA
"","","black","l","No","",NA,NA,NA,NA,0,0,0,0,0,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","None",0,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"",NA,"",NA,110,1,"PM","3.0.6",59.9337850965743,NA
"","","statue","l","No","",NA,NA,NA,NA,0,0,0,0,0,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","None",0,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"",NA,"",NA,110,1,"PM","3.0.6",59.9337850965743,NA
"","","black","d","HIT","",NA,NA,NA,NA,0,0,0,0,0,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","None",0,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"",NA,"",NA,110,1,"PM","3.0.6",59.9337850965743,NA
"","","field","l","No","",NA,NA,NA,NA,0,0,0,0,0,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","None",0,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"",NA,"",NA,110,1,"PM","3.0.6",59.9337850965743,NA
"","","arm","l","No","",NA,NA,NA,NA,0,0,0,0,0,8,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","None",0,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"",NA,"",NA,110,1,"PM","3.0.6",59.9337850965743,NA
"","","field","d","HIT","",NA,NA,NA,NA,0,0,0,0,0,9,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","['l', 'l']",0,"[8.96998681128025e-05, 0.9669226999394596]",8.96998681128025e-05,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"",NA,"",NA,110,1,"PM","3.0.6",59.9337850965743,NA
"","","excuse","l","No","",NA,NA,NA,NA,0,0,0,0,0,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","['d', 'l']",0,"[8.910009637475014e-05, 1.1338416999205947]",8.91000963747501e-05,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"",NA,"",NA,110,1,"PM","3.0.6",59.9337850965743,NA
"","","statue","l","No","",NA,NA,NA,NA,0,0,0,0,0,11,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","['l', 'd']",1,"[8.929986506700516e-05, 1.3173827999271452]",8.92998650670052e-05,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"",NA,"",NA,110,1,"PM","3.0.6",59.9337850965743,NA
"","","excuse","d","HIT","",NA,NA,NA,NA,0,0,0,0,0,12,12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","['d']",1,"[0.9170296997763216]",0.917029699776322,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"",NA,"",NA,110,1,"PM","3.0.6",59.9337850965743,NA
"","","woman","l","No","",NA,NA,NA,NA,0,0,0,0,0,13,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","['d', 'd']",0,"[8.709961548447609e-05, 0.9338552001863718]",8.70996154844761e-05,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"",NA,"",NA,110,1,"PM","3.0.6",59.9337850965743,NA
"","","city","l","No","",NA,NA,NA,NA,0,0,0,0,0,14,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","['d', 'd']",0,"[0.0001042000949382782, 1.1170890997163951]",0.000104200094938278,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"",NA,"",NA,110,1,"PM","3.0.6",59.9337850965743,NA
"","","woman","d","HIT","",NA,NA,NA,NA,0,0,0,0,0,15,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","['l']",0,"[1.810363299679011]",1.81036329967901,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"",NA,"",NA,110,1,"PM","3.0.6",59.9337850965743,NA
"","","","","","",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,"",NA,"y",38.3627957003191,"",NA,"",NA,"",NA,"",NA,"","",NA,"",NA,"",NA,110,1,"PM","3.0.6",59.9337850965743,NA
"","","city","l","No","",NA,NA,NA,NA,1,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","None",0,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"",NA,"",NA,110,1,"PM","3.0.6",59.9337850965743,NA
"","","lion","l","No","",NA,NA,NA,NA,1,0,1,0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","None",0,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"",NA,"",NA,110,1,"PM","3.0.6",59.9337850965743,NA
"","","arm","l","No","",NA,NA,NA,NA,1,0,1,0,0,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","None",0,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"",NA,"",NA,110,1,"PM","3.0.6",59.9337850965743,NA
"","","lion","d","HIT","",NA,NA,NA,NA,1,0,1,0,0,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","['d']",1,"[1.2338690999895334]",1.23386909998953,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"",NA,"",NA,110,1,"PM","3.0.6",59.9337850965743,NA
"","","black","l","No","",NA,NA,NA,NA,1,0,1,0,0,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","['d']",0,"[0.7339683999307454]",0.733968399930745,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"",NA,"",NA,110,1,"PM","3.0.6",59.9337850965743,NA
"","","statue","l","No","",NA,NA,NA,NA,1,0,1,0,0,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","None",0,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"",NA,"",NA,110,1,"PM","3.0.6",59.9337850965743,NA
"","","black","d","HIT","",NA,NA,NA,NA,1,0,1,0,0,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","['d']",1,"[0.6668864996172488]",0.666886499617249,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"",NA,"",NA,110,1,"PM","3.0.6",59.9337850965743,NA
"","","field","l","No","",NA,NA,NA,NA,1,0,1,0,0,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","None",0,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"",NA,"",NA,110,1,"PM","3.0.6",59.9337850965743,NA
"","","arm","l","No","",NA,NA,NA,NA,1,0,1,0,0,8,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","None",0,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"",NA,"",NA,110,1,"PM","3.0.6",59.9337850965743,NA
"","","field","d","HIT","",NA,NA,NA,NA,1,0,1,0,0,9,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","['d']",1,"[0.9003041000105441]",0.900304100010544,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"",NA,"",NA,110,1,"PM","3.0.6",59.9337850965743,NA
"","","excuse","l","No","",NA,NA,NA,NA,1,0,1,0,0,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","['d']",0,"[1.150646900292486]",1.15064690029249,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"",NA,"",NA,110,1,"PM","3.0.6",59.9337850965743,NA
"","","statue","l","No","",NA,NA,NA,NA,1,0,1,0,0,11,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","['d']",0,"[1.0007604998536408]",1.00076049985364,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"",NA,"",NA,110,1,"PM","3.0.6",59.9337850965743,NA
"","","excuse","d","HIT","",NA,NA,NA,NA,1,0,1,0,0,12,12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","['d']",1,"[1.2339401002973318]",1.23394010029733,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"",NA,"",NA,110,1,"PM","3.0.6",59.9337850965743,NA
"","","woman","l","No","",NA,NA,NA,NA,1,0,1,0,0,13,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","['d']",0,"[1.2839549998752773]",1.28395499987528,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"",NA,"",NA,110,1,"PM","3.0.6",59.9337850965743,NA
"","","city","l","No","",NA,NA,NA,NA,1,0,1,0,0,14,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","None",0,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"",NA,"",NA,110,1,"PM","3.0.6",59.9337850965743,NA
"","","woman","d","HIT","",NA,NA,NA,NA,1,0,1,0,0,15,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","['d']",1,"[1.533810599707067]",1.53381059970707,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"",NA,"",NA,110,1,"PM","3.0.6",59.9337850965743,NA
"","","","","","",NA,NA,NA,NA,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,"",NA,"y",7.76755020022392,"",NA,"",NA,"",NA,"",NA,"","",NA,"",NA,"",NA,110,1,"PM","3.0.6",59.9337850965743,NA
"","","city","l","No","",NA,NA,NA,NA,2,0,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","None",0,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"",NA,"",NA,110,1,"PM","3.0.6",59.9337850965743,NA
"","","lion","l","No","",NA,NA,NA,NA,2,0,2,0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","None",0,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"",NA,"",NA,110,1,"PM","3.0.6",59.9337850965743,NA
"","","arm","l","No","",NA,NA,NA,NA,2,0,2,0,0,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","None",0,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"",NA,"",NA,110,1,"PM","3.0.6",59.9337850965743,NA
"","","lion","d","HIT","",NA,NA,NA,NA,2,0,2,0,0,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","['l']",0,"[9.089987725019455e-05]",9.08998772501946e-05,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"",NA,"",NA,110,1,"PM","3.0.6",59.9337850965743,NA
"","","black","l","No","",NA,NA,NA,NA,2,0,2,0,0,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","['d']",0,"[0.6170532000251114]",0.617053200025111,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"",NA,"",NA,110,1,"PM","3.0.6",59.9337850965743,NA
"","","statue","l","No","",NA,NA,NA,NA,2,0,2,0,0,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","None",0,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"",NA,"",NA,110,1,"PM","3.0.6",59.9337850965743,NA
"","","black","d","HIT","",NA,NA,NA,NA,2,0,2,0,0,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","['d']",1,"[0.8336885003373027]",0.833688500337303,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"",NA,"",NA,110,1,"PM","3.0.6",59.9337850965743,NA
"","","field","l","No","",NA,NA,NA,NA,2,0,2,0,0,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","None",0,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"",NA,"",NA,110,1,"PM","3.0.6",59.9337850965743,NA
"","","arm","l","No","",NA,NA,NA,NA,2,0,2,0,0,8,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","['d']",0,"[1.3669932996854186]",1.36699329968542,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"",NA,"",NA,110,1,"PM","3.0.6",59.9337850965743,NA
"","","field","d","HIT","",NA,NA,NA,NA,2,0,2,0,0,9,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","['l']",0,"[1.3010658002458513]",1.30106580024585,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"",NA,"",NA,110,1,"PM","3.0.6",59.9337850965743,NA
"","","excuse","l","No","",NA,NA,NA,NA,2,0,2,0,0,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","['d']",0,"[1.0340858004055917]",1.03408580040559,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"",NA,"",NA,110,1,"PM","3.0.6",59.9337850965743,NA
"","","statue","l","No","",NA,NA,NA,NA,2,0,2,0,0,11,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","['d']",0,"[0.817021599970758]",0.817021599970758,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"",NA,"",NA,110,1,"PM","3.0.6",59.9337850965743,NA
"","","excuse","d","HIT","",NA,NA,NA,NA,2,0,2,0,0,12,12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","None",0,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"",NA,"",NA,110,1,"PM","3.0.6",59.9337850965743,NA
"","","woman","l","No","",NA,NA,NA,NA,2,0,2,0,0,13,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","['d', 'l']",0,"[9.360024705529213e-05, 1.0170071003958583]",9.36002470552921e-05,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"",NA,"",NA,110,1,"PM","3.0.6",59.9337850965743,NA
"","","city","l","No","",NA,NA,NA,NA,2,0,2,0,0,14,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","['d']",0,"[1.367902200203389]",1.36790220020339,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"",NA,"",NA,110,1,"PM","3.0.6",59.9337850965743,NA
"","","woman","d","HIT","",NA,NA,NA,NA,2,0,2,0,0,15,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","['d']",1,"[1.4340491001494229]",1.43404910014942,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"",NA,"",NA,110,1,"PM","3.0.6",59.9337850965743,NA
"","","","","","",NA,NA,NA,NA,2,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,"",NA,"y",40.5128742000088,"",NA,"",NA,"",NA,"",NA,"","",NA,"",NA,"",NA,110,1,"PM","3.0.6",59.9337850965743,NA
"","","city","l","No","",NA,NA,NA,NA,3,0,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","None",0,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"",NA,"",NA,110,1,"PM","3.0.6",59.9337850965743,NA
"","","lion","l","No","",NA,NA,NA,NA,3,0,3,0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","['d', 'l']",0,"[9.849993512034416e-05, 1.933617899660021]",9.84999351203442e-05,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"",NA,"",NA,110,1,"PM","3.0.6",59.9337850965743,NA
