"illustrations","key","word","corrAnsw","trial_type","cues","illustration_loop.thisRepN","illustration_loop.thisTrialN","illustration_loop.thisN","illustration_loop.thisIndex","repeat_practice.thisRepN","repeat_practice.thisTrialN","repeat_practice.thisN","repeat_practice.thisIndex","trials_2.thisRepN","trials_2.thisTrialN","trials_2.thisN","trials_2.thisIndex","ongoing_task_loop.thisRepN","ongoing_task_loop.thisTrialN","ongoing_task_loop.thisN","ongoing_task_loop.thisIndex","loop_cues.thisRepN","loop_cues.thisTrialN","loop_cues.thisN","loop_cues.thisIndex","loop_cues2.thisRepN","loop_cues2.thisTrialN","loop_cues2.thisN","loop_cues2.thisIndex","trials.thisRepN","trials.thisTrialN","trials.thisN","trials.thisIndex","PM_task_loop.thisRepN","PM_task_loop.thisTrialN","PM_task_loop.thisN","PM_task_loop.thisIndex","recog_task_loop.thisRepN","recog_task_loop.thisTrialN","recog_task_loop.thisN","recog_task_loop.thisIndex","slider_mood.response","slider_mood.rt","slider_arousal.response","slider_arousal.rt","key_resp_6.keys","key_resp_6.rt","key_resp_6.corr","key_resp_6.rtFirst","key_resp_4.keys","key_resp_4.rt","key_resp_7.keys","key_resp_7.rt","key_resp_ongoing.keys","key_resp_ongoing.rt","key_resp_ongoing.corr","key_resp_ongoing.rtFirst","key_resp_PM.keys","key_resp_PM.corr","key_resp_PM.rt","key_resp_PM.lenient","key_resp_PM.rtFirst","key_resp_recognition.keys","key_resp_recognition.rt","key_resp_recognition.corr","key_resp_recognition.rtFirst","participant","session","expName","psychopyVersion","frameRate","X"
"","","book","l","No","",NA,NA,NA,NA,0,0,0,0,0,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['l']","[0.9335634000017308]",1,0.933563400001731,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"","",NA,NA,106,3,"PM","3.0.6",59.8813510937354,NA
"","","tower","l","No","",NA,NA,NA,NA,0,0,0,0,0,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['l']","[1.8670216999889817]",1,1.86702169998898,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"","",NA,NA,106,3,"PM","3.0.6",59.8813510937354,NA
"","","book","d","HIT","",NA,NA,NA,NA,0,0,0,0,0,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['d']","[1.1172553999931552]",1,1.11725539999316,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"","",NA,NA,106,3,"PM","3.0.6",59.8813510937354,NA
"","","dress","l","No","",NA,NA,NA,NA,0,0,0,0,0,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['l']","[0.8173016999789979]",1,0.817301699978998,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"","",NA,NA,106,3,"PM","3.0.6",59.8813510937354,NA
"","","fork","l","No","",NA,NA,NA,NA,0,0,0,0,0,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['l']","[1.2006728999840561]",1,1.20067289998406,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"","",NA,NA,106,3,"PM","3.0.6",59.8813510937354,NA
"","","crime","l","No","",NA,NA,NA,NA,0,0,0,0,0,8,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['l']","[0.8338402999797836]",1,0.833840299979784,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"","",NA,NA,106,3,"PM","3.0.6",59.8813510937354,NA
"","","fork","d","HIT","",NA,NA,NA,NA,0,0,0,0,0,9,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['d']","[0.8672314999857917]",1,0.867231499985792,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"","",NA,NA,106,3,"PM","3.0.6",59.8813510937354,NA
"","","memory","l","No","",NA,NA,NA,NA,0,0,0,0,0,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['l']","[0.8669644000183325]",1,0.866964400018333,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"","",NA,NA,106,3,"PM","3.0.6",59.8813510937354,NA
"","","dress","l","No","",NA,NA,NA,NA,0,0,0,0,0,11,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['d']","[1.0503972000151407]",0,1.05039720001514,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"","",NA,NA,106,3,"PM","3.0.6",59.8813510937354,NA
"","","memory","d","HIT","",NA,NA,NA,NA,0,0,0,0,0,12,12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None","",0,NA,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"","",NA,NA,106,3,"PM","3.0.6",59.8813510937354,NA
"","","blond","l","No","",NA,NA,NA,NA,0,0,0,0,0,13,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['d']","[0.00010110001312568784]",0,0.000101100013125688,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"","",NA,NA,106,3,"PM","3.0.6",59.8813510937354,NA
"","","crime","l","No","",NA,NA,NA,NA,0,0,0,0,0,14,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['l', 'l']","[9.739998495206237e-05, 0.8442978000093717]",1,9.73999849520624e-05,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"","",NA,NA,106,3,"PM","3.0.6",59.8813510937354,NA
"","","blond","d","HIT","",NA,NA,NA,NA,0,0,0,0,0,15,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None","",0,NA,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"","",NA,NA,106,3,"PM","3.0.6",59.8813510937354,NA
"","","","","","",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"d",0.000100600009318441,"",NA,"","",NA,NA,"",NA,"","",NA,"","",NA,NA,106,3,"PM","3.0.6",59.8813510937354,NA
"","","voyage","l","No","",NA,NA,NA,NA,1,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['l']","[1.360102000006009]",1,1.36010200000601,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"","",NA,NA,106,3,"PM","3.0.6",59.8813510937354,NA
"","","tower","l","No","",NA,NA,NA,NA,1,0,1,0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None","",0,NA,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"","",NA,NA,106,3,"PM","3.0.6",59.8813510937354,NA
"","","voyage","d","HIT","",NA,NA,NA,NA,1,0,1,0,0,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['l', 'd']","[8.589998469687998e-05, 1.5836885999888182]",0,8.589998469688e-05,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"","",NA,NA,106,3,"PM","3.0.6",59.8813510937354,NA
"","","book","l","No","",NA,NA,NA,NA,1,0,1,0,0,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None","",0,NA,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"","",NA,NA,106,3,"PM","3.0.6",59.8813510937354,NA
"","","tower","l","No","",NA,NA,NA,NA,1,0,1,0,0,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['l', 'd']","[0.00010129998554475605, 1.3009067999955732]",1,0.000101299985544756,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"","",NA,NA,106,3,"PM","3.0.6",59.8813510937354,NA
"","","book","d","HIT","",NA,NA,NA,NA,1,0,1,0,0,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['d']","[1.3508589999983087]",1,1.35085899999831,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"","",NA,NA,106,3,"PM","3.0.6",59.8813510937354,NA
"","","dress","l","No","",NA,NA,NA,NA,1,0,1,0,0,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['d']","[1.0502527999924496]",0,1.05025279999245,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"","",NA,NA,106,3,"PM","3.0.6",59.8813510937354,NA
"","","fork","l","No","",NA,NA,NA,NA,1,0,1,0,0,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['d']","[1.200675300002331]",0,1.20067530000233,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"","",NA,NA,106,3,"PM","3.0.6",59.8813510937354,NA
"","","crime","l","No","",NA,NA,NA,NA,1,0,1,0,0,8,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['l', 'l']","[8.590001380071044e-05, 1.3505626000114717]",1,8.59000138007104e-05,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"","",NA,NA,106,3,"PM","3.0.6",59.8813510937354,NA
"","","fork","d","HIT","",NA,NA,NA,NA,1,0,1,0,0,9,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None","",0,NA,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"","",NA,NA,106,3,"PM","3.0.6",59.8813510937354,NA
"","","memory","l","No","",NA,NA,NA,NA,1,0,1,0,0,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['d', 'l']","[8.66000191308558e-05, 1.1340166000009049]",0,8.66000191308558e-05,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"","",NA,NA,106,3,"PM","3.0.6",59.8813510937354,NA
"","","dress","l","No","",NA,NA,NA,NA,1,0,1,0,0,11,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['d']","[1.616973500000313]",0,1.61697350000031,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"","",NA,NA,106,3,"PM","3.0.6",59.8813510937354,NA
"","","memory","d","HIT","",NA,NA,NA,NA,1,0,1,0,0,12,12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None","",0,NA,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"","",NA,NA,106,3,"PM","3.0.6",59.8813510937354,NA
"","","blond","l","No","",NA,NA,NA,NA,1,0,1,0,0,13,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['d', 'd']","[0.00010450000991113484, 1.8672682000033092]",0,0.000104500009911135,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"","",NA,NA,106,3,"PM","3.0.6",59.8813510937354,NA
"","","crime","l","No","",NA,NA,NA,NA,1,0,1,0,0,14,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['l']","[0.7835010000271723]",1,0.783501000027172,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"","",NA,NA,106,3,"PM","3.0.6",59.8813510937354,NA
"","","blond","d","HIT","",NA,NA,NA,NA,1,0,1,0,0,15,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['d']","[1.1670615000184625]",1,1.16706150001846,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"","",NA,NA,106,3,"PM","3.0.6",59.8813510937354,NA
"","","","","","",NA,NA,NA,NA,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"y",9.96293710000464,"",NA,"","",NA,NA,"",NA,"","",NA,"","",NA,NA,106,3,"PM","3.0.6",59.8813510937354,NA
"","","voyage","l","No","",NA,NA,NA,NA,2,0,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None","",0,NA,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"","",NA,NA,106,3,"PM","3.0.6",59.8813510937354,NA
"","","tower","l","No","",NA,NA,NA,NA,2,0,2,0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['l']","[1.4172983999887947]",1,1.41729839998879,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"","",NA,NA,106,3,"PM","3.0.6",59.8813510937354,NA
"","","voyage","d","HIT","",NA,NA,NA,NA,2,0,2,0,0,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['d']","[1.1668104999989737]",1,1.16681049999897,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"","",NA,NA,106,3,"PM","3.0.6",59.8813510937354,NA
"","","book","l","No","",NA,NA,NA,NA,2,0,2,0,0,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['l']","[1.0169606999843381]",1,1.01696069998434,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"","",NA,NA,106,3,"PM","3.0.6",59.8813510937354,NA
"","","tower","l","No","",NA,NA,NA,NA,2,0,2,0,0,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['d']","[1.283834499976365]",0,1.28383449997636,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"","",NA,NA,106,3,"PM","3.0.6",59.8813510937354,NA
"","","book","d","HIT","",NA,NA,NA,NA,2,0,2,0,0,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['d']","[1.8004023999965284]",1,1.80040239999653,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"","",NA,NA,106,3,"PM","3.0.6",59.8813510937354,NA
"","","dress","l","No","",NA,NA,NA,NA,2,0,2,0,0,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['l']","[1.0173569000035059]",1,1.01735690000351,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"","",NA,NA,106,3,"PM","3.0.6",59.8813510937354,NA
"","","fork","l","No","",NA,NA,NA,NA,2,0,2,0,0,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['l']","[1.2836707000096794]",1,1.28367070000968,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"","",NA,NA,106,3,"PM","3.0.6",59.8813510937354,NA
"","","crime","l","No","",NA,NA,NA,NA,2,0,2,0,0,8,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['l']","[0.9502068999863695]",1,0.95020689998637,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"","",NA,NA,106,3,"PM","3.0.6",59.8813510937354,NA
"","","fork","d","HIT","",NA,NA,NA,NA,2,0,2,0,0,9,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['d']","[1.117078399984166]",1,1.11707839998417,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"","",NA,NA,106,3,"PM","3.0.6",59.8813510937354,NA
"","","memory","l","No","",NA,NA,NA,NA,2,0,2,0,0,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['l']","[0.8332935000071302]",1,0.83329350000713,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"","",NA,NA,106,3,"PM","3.0.6",59.8813510937354,NA
"","","dress","l","No","",NA,NA,NA,NA,2,0,2,0,0,11,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['d']","[1.584225200000219]",0,1.58422520000022,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"","",NA,NA,106,3,"PM","3.0.6",59.8813510937354,NA
"","","memory","d","HIT","",NA,NA,NA,NA,2,0,2,0,0,12,12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['d']","[1.400607499992475]",1,1.40060749999247,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"","",NA,NA,106,3,"PM","3.0.6",59.8813510937354,NA
"","","blond","l","No","",NA,NA,NA,NA,2,0,2,0,0,13,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['l']","[0.9174802000052296]",1,0.91748020000523,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"","",NA,NA,106,3,"PM","3.0.6",59.8813510937354,NA
"","","crime","l","No","",NA,NA,NA,NA,2,0,2,0,0,14,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['l']","[1.3505928000085987]",1,1.3505928000086,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"","",NA,NA,106,3,"PM","3.0.6",59.8813510937354,NA
"","","blond","d","HIT","",NA,NA,NA,NA,2,0,2,0,0,15,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['d']","[1.8671735000098124]",1,1.86717350000981,"",NA,"",NA,"","",NA,NA,"",NA,"","",NA,"","",NA,NA,106,3,"PM","3.0.6",59.8813510937354,NA
"","","","","","",NA,NA,NA,NA,2,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"n",4.280486499978,"",NA,"","",NA,NA,"",NA,"","",NA,"","",NA,NA,106,3,"PM","3.0.6",59.8813510937354,NA
